TAREFA;DESCRICAO DAS TAREFAS;INICIO;DT. CRIAÇÃO DA TAREFA (PRIMAVERA);NECESSIDADE;Nº MRP;DT.MAT.PROJ.;DATA MRP;STATUS TRF;PRODUTO;MATERIAL;PART NUMBER;DESCRICAO;UM;QTDE EMP.;QTDE REQ.;SALDO EMPENHO;SOLIC/EMP;ARMZ;STATUS;OUTROS AMZ;NUM.SOLIC.;ITEM;FORNECEDOR;PEDIDO;DT.PEDIDO;ITEM;QTDE RECEB.;QTDE PEDIDO;VLR UNIT;VLR TOTAL;OBS.;Falta Qtde. Pedido;CUSTO EMPENHADO;CUSTO REQUISITADO;CHEGADA MIAMI;CHEGADA BRASIL;CHEGADA DIGEX;NOTA FISCAL;SERIE;DATA NF;LIB.ESTOQUE;LOCAL;QTDE LIB.;REF.IMP.;END.;OBSERVACAO;EDT;MAT. ALTERNATIVO;WBS;ATA;ZONA/AREA;SKILL
NNN370371001001001;RH WING - OUTBOARD AFT FLAP - OUTBOARD COVER PLATE AND TRACK ATTACH POINT NO3 - DAMAGED BO;25/02/2026;10/03/2026;26/03/2026;029557;10/03/2026;10/03/2026;Não Iniciado;EP090000015585;Digex;BACB30VF3K2;BOLT;UN;5;0;5;EMPENHO;01;-;MD = 10;023515;0021;000003-BOEING SEATTLE;032209;09/11/2017;0019;0;20;$0,99;$19,80;-;0;35,54;0;21/11/2017;-;24/11/2017;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000578;Digex;10P20-44;PRIMER;L;0,5;0;0,5;SC+EMPENHO;01;-;;040983;0005;-;-;-;-;-;-;-;-;-;-;2329,14;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300000849;Digex;PRD534;TRANSPARENT METERING GLASS;PC;3;0;3;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;3,83;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080300001258;Digex;ECL-G-1622/PC-233/TR-109;ECLIPSE POLYURETHANE TOPCOAT - WHITE BAC70846;L;0,5;0;0,5;SC+EMPENHO;01;-;;040983;0006;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000166;Digex;VELCRO 220;LIXA COM VELCRO 220;UN;20;0;20;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;42,57;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700000225;Digex;LIXA COM VELCRO 180;LIXA COM VELCRO 180;UN;20;0;20;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;45,76;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700001998;Digex;MC007967;PAPER KRAFT;UN;1;0;1;SC+EMPENHO;01;-;;040983;0007;-;-;-;-;-;-;-;-;-;-;19,45;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370222001;AFT CARGO - AFT CARGO DOOR PAINTING IS DAMAGED;25/02/2026;02/03/2026;27/03/2026;029536;03/03/2026;03/03/2026;Não Iniciado;CS080700004521;Digex;FITA CREPE 48X50 VERMELHA;FITA CREPE 48X50 VERMELHA;EA;2;0;2;SC+EMPENHO;01;-;;040983;0008;-;-;-;-;-;-;-;-;-;-;35,91;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPABXCAP;NÃO;Aprovadas Abaixo do CAP;;;
N370268004;UPPER FUSELAGE - PAX CABIN - PSUS - 15RH, 15LH, AND 16LH - SPACER - AIPC 25-23-61-44N - I;25/02/2026;05/03/2026;27/03/2026;029544;05/03/2026;05/03/2026;Não Iniciado;EP090000044231;Digex;417N3045-10;SPACER;UN;3;0;3;SC+EMPENHO;01;-;;041000;0010;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370269005;UPPER FUSELAGE - AFT AREA - CENTER TRESHOLD - AIPC 25-27-21-19C - ITEM 16 - BROKEN;25/02/2026;05/03/2026;27/03/2026;029544;05/03/2026;05/03/2026;Não Iniciado;EP090000044232;Digex;443W3075-17BL;TRESHOLD;UN;1;0;1;SC+EMPENHO;01;-;;041000;0013;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;CS080100000009;Digex;PS870 B-2;CORROSION INHIBITIVE SEALANT;SK;0,2;0;0,2;EMPENHO;01;-;;020180;0002;001715-IN3 AVIATION;028075;01/12/2015;0002;0;20;$75,00;$1.500,00;-;0;174,05;0;09/12/2015;11/12/2015;16/12/2015;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;CS030900000031;Digex;KCP WIPER WYPALL X60 JMB 1X185;KCP WIPER WYPALL X-60 JUMBO 1X185M;RL;0,05;0;0,05;SC+EMPENHO;01;-;;041055;0002;-;-;-;-;-;-;-;-;-;-;11,95;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;EP090000044280;Digex;2040061-102;PRESSURE SWITCH;UN;1;0;1;SC+EMPENHO;01;-;;041055;0003;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;EP090000044281;Digex;AS3209-234;O-RING;UN;2;0;2;SC+EMPENHO;01;-;;041055;0004;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;EP090000007018;Digex;AS3208-06;PACKING;UN;4;0;4;EMPENHO;01;OK;CL = 1 / OC = 8 / SA = 100 / TO = 1;-;-;-;-;-;-;-;-;-;-;-;-;3,41;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;CS080400000448;Digex;ROYCO 1MS;LUBRICANT ROYCO 1MS;KG;0,1;0;0,1;SC+EMPENHO;02;-;;041055;0005;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;CS080300000045;Digex;COR-BAN 27L;CORROSION INHIBITING COMPOUND;UN;0,05;0;0,05;SC+EMPENHO;02;OK-CHECK;01 = 15;041055;0006;-;-;-;-;-;-;-;-;-;-;46,28;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A082;OPERATIONALLY CHECK THE NITROGEN GENERATION SYSTEM FILTER DIFFERENTIAL PRESSURE SWITCH BY;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;EP090000001167;Digex;MS20995C32;LOCKWIRE STANDARD;RL;0,01;0;0,01;EMPENHO;01;OK;LI = 2 / OC = 2 / SK = 1;-;-;-;-;-;-;-;-;-;-;-;-;4,22;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
37A083;FUNCTIONALLY CHECK OF THE NITROGEN GENERATION SYSTEM (NGS) ALTITUDE SENSOR.;25/02/2026;30/03/2026;30/03/2026;029596;30/03/2026;30/03/2026;Em execução;EP090000044282;Digex;1153158-2;ALTITUDE SENSOR;UN;1;0;1;SC+EMPENHO;01;-;;041055;0007;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;TATM;NÃO;Tarefas Adicionais em Time & Material;;;
379041;ACCESS PANELS CLOSING - LOWER FUSELAGE;25/02/2026;05/02/2026;31/03/2026;029604;31/03/2026;02/04/2026;Em execução;CS080400000014;Digex;LPS-3;INIBIDOR DE CORROSAO LPS 3;UN;1;0;1;EMPENHO;02;-;;017884;0001;-;-;-;-;-;-;-;-;-;-;295,91;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379041;ACCESS PANELS CLOSING - LOWER FUSELAGE;25/02/2026;05/02/2026;31/03/2026;029604;31/03/2026;02/04/2026;Em execução;CS080700000055;Digex;"1/2""";"PINCEL PEQUENO 1/2""";UN;2;0;2;EMPENHO;01;-;;020642;0004;000020-TINTAS JD;028704;21/03/2016;0004;3;30;R$  2.4;R$  72;-;0;3,03;0;-;-;-;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
379041;ACCESS PANELS CLOSING - LOWER FUSELAGE;25/02/2026;05/02/2026;31/03/2026;029604;31/03/2026;02/04/2026;Em execução;CS080700000084;Digex;"PINCEL 2""";PINCEL 2;UN;2;0;2;EMPENHO;01;-;;-;-;000020-TINTAS JD;024857;19/08/2014;0002;46;100;R$  4.1;R$  410;-;0;7,55;0;19/08/2014;19/08/2014;19/08/2014;-;-;-;-;-;-;-;;-;DGX;NÃO;Procedimentos Digex;;;
N370268001;UPPER FUSELAGE - PAX CABIN - SIDEWALL - 05, 19, AND 32 LH - STRIP TRIM - AIPC 25-21-46-97F;25/02/2026;05/03/2026;31/03/2026;029544;05/03/2026;05/03/2026;Não Iniciado;EP090000041881;Digex;411N1102-32N;STRIP TRIM;UN;3;0;3;SC+EMPENHO;01;-;;041000;0007;-;-;-;-;-;-;-;-;-;-;9780,32;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N370269026;UPPER FUSELAGE - PAX CABIN - OVERHEAD BIN - 25RH - GRILLE - AIPC 25-24-31-14M - BROKEN;25/02/2026;16/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;EP090000044276;Digex;411N1122-1;GRILLE OVERHEAD BIN;UN;1;0;1;SC+EMPENHO;01;-;;041039;0002;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPACIMACAP;NÃO;Aprovadas Acima do CAP;;;
N379052012;UPPER FUSELAGE - ALL ATTENDANT SEAT WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000849;Digex;PRD534;TRANSPARENT METERING GLASS;PC;4;0;4;EMPENHO;01;-;;032981;0002;000019-TANBY;042803;02/05/2023;0001;10;240;R$  1.083333;R$  260;-;0;5,11;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052012;UPPER FUSELAGE - ALL ATTENDANT SEAT WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300001308;Digex;BMS10-83 TYPE III - BAC70229;COATING INTERIOR DECORATIVE - BAC70229;L;1,45;0;1,45;SC+EMPENHO;01;-;;041039;0003;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052012;UPPER FUSELAGE - ALL ATTENDANT SEAT WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700002737;Digex;VELCRO 320;LIXA COM VELCRO 320;UN;20;0;20;EMPENHO;01;-;98 = 300;022495;0001;000020-TINTAS JD;031046;25/05/2017;0001;0;50;R$  2;R$  100;-;0;42,37;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052012;UPPER FUSELAGE - ALL ATTENDANT SEAT WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700004237;Digex;FITA CREPE 48X50 AMARELA;FITA CREPE 48X50 AMARELA;UN;2;0;2;SC+EMPENHO;01;OK-CHECK;;041039;0004;-;-;-;-;-;-;-;-;-;-;33,87;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052013;UPPER FUSELAGE - FWD/AFT DOORS - DOOR FRAME - SMALL SPOTS WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000579;Digex;0515K011XXIK22K;PRIMER;L;0,1;0;0,1;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;363,48;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052013;UPPER FUSELAGE - FWD/AFT DOORS - DOOR FRAME - SMALL SPOTS WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000848;Digex;PRD262;TRANSPARENT METERING GLASS;CX;2;0;2;EMPENHO;01;-;;032981;0001;000019-TANBY;042803;02/05/2023;0002;10;240;R$  .645833;R$  155;-;0;6,13;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052013;UPPER FUSELAGE - FWD/AFT DOORS - DOOR FRAME - SMALL SPOTS WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300001258;Digex;ECL-G-1622/PC-233/TR-109;ECLIPSE POLYURETHANE TOPCOAT - WHITE BAC70846;L;0,1;0;0,1;SC+EMPENHO;01;-;;041039;0005;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052013;UPPER FUSELAGE - FWD/AFT DOORS - DOOR FRAME - SMALL SPOTS WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700000231;Digex;PINCEL Nº08;PINCEL Nº08;UN;2;0;2;EMPENHO;01;-;;-;-;000020-TINTAS JD;025616;17/11/2014;0002;2;20;R$  1.5;R$  30;-;0;3,77;0;17/11/2014;17/11/2014;17/11/2014;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052014;ALL ESCAPE SLIDER COVER WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000849;Digex;PRD534;TRANSPARENT METERING GLASS;PC;2;0;2;EMPENHO;01;-;;032981;0002;000019-TANBY;042803;02/05/2023;0001;10;240;R$  1.083333;R$  260;-;0;2,56;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052014;ALL ESCAPE SLIDER COVER WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700004237;Digex;FITA CREPE 48X50 AMARELA;FITA CREPE 48X50 AMARELA;UN;2;0;2;SC+EMPENHO;01;OK-CHECK;;041039;0004;-;-;-;-;-;-;-;-;-;-;33,87;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052014;ALL ESCAPE SLIDER COVER WITH DAMAGED PAINT.;25/02/2026;17/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300001306;Digex;JET FLEX WR WHITE BAC 7363;JET FLEX WHITE BAC 7363 PAINT;L;1;0;1;SC+EMPENHO;1 ;-;;041039;0006;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000849;Digex;PRD534;TRANSPARENT METERING GLASS;PC;20;0;20;EMPENHO;01;-;;032981;0002;000019-TANBY;042803;02/05/2023;0001;10;240;R$  1.083333;R$  260;-;0;25,56;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700004237;Digex;FITA CREPE 48X50 AMARELA;FITA CREPE 48X50 AMARELA;UN;20;0;20;SC+EMPENHO;01;OK-CHECK;;041039;0004;-;-;-;-;-;-;-;-;-;-;338,72;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300001258;Digex;ECL-G-1622/PC-233/TR-109;ECLIPSE POLYURETHANE TOPCOAT - WHITE BAC70846;L;15,12;0;15,12;SC+EMPENHO;01;-;;041039;0005;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS030900000015;Digex;PLASTICO TRANSPARENTE PARA PIN;PLASTICO TRANSPARENTE;UN;6;0;6;SC+EMPENHO;01;-;;041039;0007;-;-;-;-;-;-;-;-;-;-;1239,78;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS030900000031;Digex;KCP WIPER WYPALL X60 JMB 1X185;KCP WIPER WYPALL X-60 JUMBO 1X185M;RL;1;0;1;SC+EMPENHO;01;-;;041039;0008;-;-;-;-;-;-;-;-;-;-;239;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080200000028;Digex;MEK;MEK;L;10;0;10;SC+EMPENHO;02;-;;041039;0009;-;-;-;-;-;-;-;-;-;-;101,52;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080200000412;Digex;THINNER 18 LITROS;THINNER 18 LITROS;LT;2;0;2;EMPENHO;02;-;01 = 6;-;-;-;-;-;-;-;-;-;-;-;-;377,28;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000033;Digex;1200S;ALODINE 1200S;KG;0,5;0;0,5;EMPENHO;01;-;;016936;0054;-;-;-;-;-;-;-;-;-;-;602,9;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000578;Digex;10P20-44;PRIMER;L;8;0;8;SC+EMPENHO;01;-;;041039;0010;-;-;-;-;-;-;-;-;-;-;37266,16;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300000850;Digex;PRD750;TRANSPARENT METERING GLASS;UN;20;0;20;EMPENHO;01;-;;-;-;-;-;-;-;-;-;-;-;-;-;22,08;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300001256;Digex;ECL-G-92;ECLIPSE HS POLYURETHANE ENAMEL BLACK;KT;0,5;0;0,5;EMPENHO;01;OK;;-;-;-;-;-;-;-;-;-;-;-;-;6258,48;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080300001304;Digex;ECL-G-40402;PAINT - YELLOW PANTONE 10-8C;L;0,5;0;0,5;SC+EMPENHO;02;-;;041039;0011;-;-;-;-;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080500000017;Digex;SOCOSTRIP A0103N;STRIPPING SOCOSTRIP A0103N;EA;3;0;3;EMPENHO;02;-;;-;-;-;-;-;-;-;-;-;-;-;-;6799,62;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700000225;Digex;LIXA COM VELCRO 180;LIXA COM VELCRO 180;UN;100;0;100;EMPENHO;01;-;;021284;0005;000355-VALE BRITE;029688;02/09/2016;0005;325;400;R$  3.55;R$  1420;-;0;228,81;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700000466;Digex;PLASTICO PRETO;BLACK PLASTIC;RL;8;0;8;EMPENHO;01;-;;"-
      
024870";"-
    
0007";"000020-TINTAS JD
000020-TINTAS JD
000020-TINTAS JD";"027029
029120
033641";"15/06/2015
16/05/2016
29/05/2018";"0007
0009
0007";" 4
 10
 0";" 5
 15
 20";"R$  82
R$  80
R$  80";"R$  410
R$  1200
R$  1600";"-
                                                  
                                                  ";0;1115,02;0;"15/06/2015
-
-";"15/06/2015
-
-";"15/06/2015
19/05/2016
-";-;-;-;-;-;-;"-
          
          ";;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700001998;Digex;MC007967;PAPER KRAFT;UN;4;0;4;SC+EMPENHO;01;-;;041039;0012;-;-;-;-;-;-;-;-;-;-;77,8;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
N379052015;PERFORM AIRCRAFT PAINTING IN AREAS AS AGREED WITH CUSTOMER TO RESTORE THE PAINTING CONDITI;25/02/2026;20/03/2026;31/03/2026;029577;23/03/2026;23/03/2026;Não Iniciado;CS080700003821;Digex;ORACAL 651 070 PRETO BRILHANTE;PAPEL VINILICO PRETO;RL;1;0;1;SC+EMPENHO;01;-;98 = 2;041039;0013;-;-;-;-;-;-;-;-;-;-;1190;0;-;-;-;-;-;-;-;-;-;-;;-;NRAPCAPZERO;NÃO;Aprovadas CAP ZERO;;;
